energy_keV,f1_e_atom,f2_e_atom,mu_rho_cm2_g,sigma_rho_cm2_g,mu_rho_tot_cm2_g,mu_rho_K_cm2_g,lambda_nm
148.864,58.2583,0.35354,0.71323,0.15650999999999998,0.86974,0.608,0.008329000000000001
159.1356,58.2391,0.31329,0.59123,0.14916,0.74039,0.504,0.007790999999999999
170.1159,58.2206,0.27764,0.49013,0.14242,0.63255,0.4178,0.007287999999999999
181.8539,58.2029,0.24629,0.40673000000000004,0.13622,0.54295,0.3468,0.006818
194.4018,58.1864,0.21866999999999998,0.3378,0.1305,0.4683,0.288,0.006378
207.8156,58.171,0.19415,0.28057,0.1252,0.40576999999999996,0.2393,0.005966
222.1548,58.1566,0.1724,0.23305,0.12027,0.35331999999999997,0.1987,0.005581
237.4835,58.1432,0.15309,0.19359,0.11565999999999999,0.30925,0.1651,0.005221
253.8699,58.1308,0.13595,0.16082,0.11134000000000001,0.27216,0.1371,0.004884
271.3869,58.1193,0.12074000000000001,0.13360999999999998,0.10726,0.24086999999999997,0.1139,0.004569
290.1126,58.1087,0.10722999999999999,0.11101,0.1034,0.21441,0.09462000000000001,0.004274
310.1304,58.0989,0.09524500000000001,0.092231,0.099723,0.19195,0.07859,0.003998
331.5294,58.0899,0.084601,0.076636,0.096218,0.17285,0.06527999999999999,0.00374
354.4049,58.0817,0.075151,0.06368099999999999,0.09285800000000001,0.15654,0.054229999999999993,0.003498
378.8588,58.0742,0.066759,0.05291900000000001,0.089628,0.14255,0.04504,0.003273
405.0001,58.0673,0.05930800000000001,0.043977999999999996,0.086512,0.13049000000000002,0.03742,0.003061
432.9451,58.0609,0.05269,0.036549,0.083497,0.12005,0.03108,0.0028640000000000002
