energy_keV,f1_e_atom,f2_e_atom,mu_rho_cm2_g,sigma_rho_cm2_g,mu_rho_tot_cm2_g,mu_rho_K_cm2_g,lambda_nm
26.2645,7.00435,0.0013183,0.15079,0.22284,0.37363,0.143,0.04721
28.076759999999997,7.00387,0.0011327,0.1212,0.21795,0.33915,0.1149,0.044160000000000005
30.01405,7.003430000000001,0.00097197,0.097291,0.21334,0.31063,0.09224,0.04131
32.08502,7.0030399999999995,0.00083408,0.0781,0.20897,0.28707,0.07403,0.03864
34.29889,7.002689999999999,0.00071576,0.062695,0.20481,0.2675,0.059410000000000004,0.03615
36.66551,7.0023800000000005,0.00061422,0.050328,0.20083,0.25116,0.04768,0.03381
39.19543,7.0021,0.00052709,0.040401,0.197,0.2374,0.03827,0.03163
41.89992,7.001860000000001,0.00045232,0.032432,0.1933,0.22573000000000001,0.03071,0.029589999999999998
44.79101,7.001639999999999,0.00038815,0.026035000000000003,0.18971,0.21574000000000002,0.02465,0.02768
47.88159,7.00145,0.00033309,0.0209,0.1862,0.2071,0.019780000000000002,0.025889999999999996
51.18542,7.00128,0.00028584,0.016777,0.18277000000000002,0.19955,0.015880000000000002,0.02422
54.717209999999994,7.00113,0.00024529,0.013468,0.1794,0.19287,0.012740000000000001,0.02266
58.4927,7.001,0.0002105,0.010812,0.17608,0.18689,0.01023,0.0212
62.5287,7.00088,0.00018064,0.008679000000000001,0.1728,0.18148,0.008208,0.01983
66.84318,7.000780000000001,0.00015501,0.0069672,0.16955,0.17652,0.006587000000000001,0.01855
71.45536,7.00068,0.00013303,0.005593,0.16633,0.17192000000000002,0.005287,0.01735
76.38578000000001,7.0006,0.00011416,0.0044898,0.16313,0.16762,0.004243,0.01623
81.6564,7.00053,9.7951e-05,0.0036038000000000003,0.15995,0.16355,0.0034049999999999996,0.01518
87.29069,7.00047,8.402299999999999e-05,0.0028918000000000004,0.15678,0.15967,0.002732,0.0142
