energy_keV,f1_e_atom,f2_e_atom,mu_rho_pe_cm2_g,sigma_rho_cm2_g,mu_rho_tot_cm2_g,mu_rho_K_cm2_g,lambda_nm
2.0807330000000004,5.0886,0.06842100000000001,128.01,0.62029,128.63,122.9,0.5959
2.224304,5.08029,0.059963999999999996,104.94,0.6005699999999999,105.54,100.8,0.5574
2.377781,5.0727,0.052552,86.03399999999999,0.5807,86.615,82.59,0.5214
2.541848,5.06577,0.046056,70.532,0.5608,71.093,67.7,0.4878
2.717235,5.05947,0.040362999999999996,57.824,0.54097,58.365,55.49,0.4563
2.9047240000000003,5.05375,0.035374,47.406000000000006,0.52131,47.927,45.49,0.4268
3.10515,5.04875,0.030872000000000004,38.702,0.50193,39.204,37.14,0.3993
3.319406,5.04408,0.026837,31.473000000000003,0.48291000000000006,31.956,30.2,0.3735
3.5484449999999996,5.03978,0.02332,25.583000000000002,0.46431999999999995,26.046999999999997,24.55,0.3494
3.7932879999999995,5.035819999999999,0.020163999999999998,20.693,0.44623,21.139,19.85,0.3269
4.0550239999999995,5.03219,0.017435,16.737000000000002,0.4287,17.166,16.05,0.3058
4.334821,5.02888,0.015075,13.538,0.41178000000000003,13.95,12.98,0.286
4.6339239999999995,5.02588,0.013035,10.95,0.39551,11.345999999999998,10.5,0.2676
4.953664,5.02316,0.011271,8.8568,0.37992,9.2367,8.491,0.2503
5.2954669999999995,5.02071,0.009745299999999998,7.1638,0.36503,7.5288,6.8660000000000005,0.2341
5.660855000000001,5.0185,0.008426399999999999,5.7945,0.35086,6.1454,5.553,0.219
6.0514529999999995,5.01652,0.007286,4.6868,0.33742,5.0242,4.49,0.2049
6.469004,5.01474,0.0062986000000000006,3.7902,0.32471,4.1149,3.6310000000000002,0.1917
6.9153649999999995,5.01314,0.0054448,3.0649,0.31272,3.3776,2.937,0.1793
7.392525,5.0117199999999995,0.0047067,2.4785,0.30145,2.78,2.375,0.1677
7.902609,5.01044,0.0040687,2.0042,0.29088,2.2951,1.921,0.1569
8.44789,5.0093,0.0035172,1.6207,0.28098,1.9017,1.5530000000000002,0.1468
9.030794,5.00828,0.003036,1.3087,0.27175,1.5804,1.254,0.1373
9.653919,5.00737,0.002607,1.0512,0.26314,1.3143,1.0070000000000001,0.1284
10.320039999999999,5.00654,0.0022386,0.84441,0.25514000000000003,1.0996,0.809,0.1201
11.032119999999999,5.005809999999999,0.0019222999999999998,0.67829,0.24770999999999999,0.926,0.6497,0.1124
11.793339999999999,5.00516,0.0016507000000000002,0.54485,0.24081,0.78566,0.5218,0.1051
12.60708,5.004569999999999,0.0014174,0.43766000000000005,0.23442,0.67208,0.4191,0.09834
13.476970000000001,5.00405,0.0012171,0.35156,0.2285,0.58006,0.3366,0.092
14.40688,5.00359,0.0010451,0.2824,0.22301999999999997,0.50542,0.2704,0.08606
15.40095,5.00318,0.00089746,0.22684,0.21794000000000002,0.44478,0.2171,0.0805
16.463620000000002,5.00282,0.00077065,0.18220999999999998,0.21322,0.39543,0.1744,0.07531
17.599610000000002,5.00249,0.00066175,0.14637,0.20884,0.35520999999999997,0.1401,0.07045
18.813979999999997,5.0022,0.00056825,0.11757000000000001,0.20476,0.32233,0.1125,0.0659
20.11215,5.00195,0.00048795,0.094443,0.20095,0.29539,0.09036,0.06165
21.499879999999997,5.00172,0.000419,0.075864,0.19738,0.27324,0.07257000000000001,0.057670000000000006
22.98338,5.001519999999999,0.0003598,0.06094,0.19403,0.25497,0.058289999999999995,0.05395
24.569229999999997,5.00135,0.00030896,0.048951,0.19086,0.23981,0.046810000000000004,0.050460000000000005
26.2645,5.00119,0.0002653,0.039320999999999995,0.18786,0.22718000000000002,0.0376,0.04721
28.076759999999997,5.00105,0.0002273,0.031514,0.18499000000000002,0.2165,0.03013,0.044160000000000005
30.01405,5.00093,0.0001946,0.025238999999999998,0.18224,0.20748000000000003,0.02412,0.04131
32.08502,5.00082,0.0001666,0.020213,0.17959,0.1998,0.01931,0.03864
34.29889,5.000719999999999,0.00014263,0.016188,0.17702,0.19321,0.01546,0.03615
36.66551,5.00064,0.00012211,0.012965,0.17451,0.18748,0.01238,0.03381
39.19543,5.00056,0.00010455,0.010383,0.17206,0.18244000000000002,0.009914,0.03163
41.89992,5.00049,8.9505e-05,0.0083155,0.16964,0.17795999999999998,0.007937999999999999,0.029589999999999998
44.79101,5.00044,7.6628e-05,0.006659699999999999,0.16724,0.1739,0.0063560000000000005,0.02768
47.88159,5.000380000000001,6.560399999999999e-05,0.005333600000000001,0.16487000000000002,0.1702,0.005089,0.025889999999999996
51.18542,5.0003400000000005,5.6166000000000004e-05,0.0042715,0.1625,0.16677,0.004075,0.02422
54.717209999999994,5.0003,4.808600000000001e-05,0.003421,0.16013,0.16355,0.0032619999999999997,0.02266
58.4927,5.00026,4.1169e-05,0.0027398,0.15775999999999998,0.1605,0.002612,0.0212
62.5287,5.00023,3.5246e-05,0.0021941999999999994,0.15538,0.15757000000000002,0.002091,0.01983
66.84318,5.0002,3.0176e-05,0.0017573,0.15298,0.15474000000000002,0.001675,0.01855
